start_index,destination_index,shortest_path_distance,shortest_path_seq,weight_list
38,3122,0.003952569169960474,"[38, 3122]",[0.003952569169960474]
38,15148,0.003952569169960474,"[38, 15148]",[0.003952569169960474]
38,600,0.003968253968253968,"[38, 600]",[0.003968253968253968]
38,2778,0.003968253968253968,"[38, 2778]",[0.003968253968253968]
38,3781,0.003968253968253968,"[38, 3781]",[0.003968253968253968]
38,483,0.003968253968253968,"[38, 483]",[0.003968253968253968]
38,12789,0.003968253968253968,"[38, 12789]",[0.003968253968253968]
38,18108,0.003968253968253968,"[38, 18108]",[0.003968253968253968]
38,14385,0.003968253968253968,"[38, 14385]",[0.003968253968253968]
38,10831,0.003968253968253968,"[38, 10831]",[0.003968253968253968]
38,12706,0.00398406374501992,"[38, 12706]",[0.00398406374501992]
38,6119,0.00398406374501992,"[38, 6119]",[0.00398406374501992]
38,712,0.004,"[38, 712]",[0.004]
38,7909,0.004,"[38, 7909]",[0.004]
38,13612,0.004,"[38, 13612]",[0.004]
38,2486,0.004016064257028112,"[38, 2486]",[0.004016064257028112]
38,17770,0.004016064257028112,"[38, 17770]",[0.004016064257028112]
38,3598,0.004016064257028112,"[38, 3598]",[0.004016064257028112]
38,4821,0.004016064257028112,"[38, 4821]",[0.004016064257028112]
38,9578,0.004016064257028112,"[38, 9578]",[0.004016064257028112]
38,9608,0.004016064257028112,"[38, 9608]",[0.004016064257028112]
38,2603,0.004032258064516129,"[38, 2603]",[0.004032258064516129]
38,4469,0.004032258064516129,"[38, 4469]",[0.004032258064516129]
38,5297,0.004032258064516129,"[38, 5297]",[0.004032258064516129]
38,601,0.004032258064516129,"[38, 601]",[0.004032258064516129]
38,1717,0.004032258064516129,"[38, 1717]",[0.004032258064516129]
38,4549,0.004032258064516129,"[38, 4549]",[0.004032258064516129]
38,16068,0.004032258064516129,"[38, 16068]",[0.004032258064516129]
38,4935,0.004048582995951417,"[38, 4935]",[0.004048582995951417]
38,14111,0.004048582995951417,"[38, 14111]",[0.004048582995951417]
38,4062,0.004048582995951417,"[38, 4062]",[0.004048582995951417]
38,7646,0.0040650406504065045,"[38, 7646]",[0.0040650406504065045]
38,2232,0.0040650406504065045,"[38, 2232]",[0.0040650406504065045]
38,12304,0.004081632653061225,"[38, 12304]",[0.004081632653061225]
38,14255,0.004081632653061225,"[38, 14255]",[0.004081632653061225]
38,12521,0.004081632653061225,"[38, 12521]",[0.004081632653061225]
38,15985,0.004081632653061225,"[38, 15985]",[0.004081632653061225]
38,18360,0.004081632653061225,"[38, 18360]",[0.004081632653061225]
38,10078,0.004098360655737705,"[38, 10078]",[0.004098360655737705]
38,8709,0.004098360655737705,"[38, 8709]",[0.004098360655737705]
38,660,0.004098360655737705,"[38, 660]",[0.004098360655737705]
38,11599,0.004098360655737705,"[38, 11599]",[0.004098360655737705]
38,4196,0.004098360655737705,"[38, 4196]",[0.004098360655737705]
38,3491,0.004098360655737705,"[38, 3491]",[0.004098360655737705]
38,2505,0.004098360655737705,"[38, 2505]",[0.004098360655737705]
38,4588,0.00411522633744856,"[38, 4588]",[0.00411522633744856]
38,16500,0.00411522633744856,"[38, 16500]",[0.00411522633744856]
38,14359,0.00411522633744856,"[38, 14359]",[0.00411522633744856]
38,3609,0.004132231404958678,"[38, 3609]",[0.004132231404958678]
38,14230,0.004132231404958678,"[38, 14230]",[0.004132231404958678]
38,16911,0.004132231404958678,"[38, 16911]",[0.004132231404958678]
38,8841,0.004132231404958678,"[38, 8841]",[0.004132231404958678]
38,5972,0.004149377593360996,"[38, 5972]",[0.004149377593360996]
38,1030,0.004149377593360996,"[38, 1030]",[0.004149377593360996]
38,3187,0.004166666666666667,"[38, 3187]",[0.004166666666666667]
38,2037,0.0041841004184100415,"[38, 2037]",[0.0041841004184100415]
38,11176,0.0041841004184100415,"[38, 11176]",[0.0041841004184100415]
38,9852,0.004201680672268907,"[38, 9852]",[0.004201680672268907]
38,15447,0.004201680672268907,"[38, 15447]",[0.004201680672268907]
38,2704,0.004219409282700422,"[38, 2704]",[0.004219409282700422]
38,10232,0.004219409282700422,"[38, 10232]",[0.004219409282700422]
38,9073,0.004219409282700422,"[38, 9073]",[0.004219409282700422]
38,16840,0.004219409282700422,"[38, 16840]",[0.004219409282700422]
38,10035,0.004219409282700422,"[38, 10035]",[0.004219409282700422]
38,7736,0.004219409282700422,"[38, 7736]",[0.004219409282700422]
38,6067,0.004219409282700422,"[38, 6067]",[0.004219409282700422]
38,7640,0.004219409282700422,"[38, 7640]",[0.004219409282700422]
38,18798,0.004219409282700422,"[38, 18798]",[0.004219409282700422]
38,7163,0.00423728813559322,"[38, 7163]",[0.00423728813559322]
38,13202,0.00423728813559322,"[38, 13202]",[0.00423728813559322]
38,16383,0.00423728813559322,"[38, 16383]",[0.00423728813559322]
38,8993,0.00423728813559322,"[38, 8993]",[0.00423728813559322]
38,13178,0.00423728813559322,"[38, 13178]",[0.00423728813559322]
38,9557,0.00423728813559322,"[38, 9557]",[0.00423728813559322]
38,4453,0.00423728813559322,"[38, 4453]",[0.00423728813559322]
38,4568,0.00423728813559322,"[38, 4568]",[0.00423728813559322]
38,8157,0.00423728813559322,"[38, 8157]",[0.00423728813559322]
38,11298,0.00423728813559322,"[38, 11298]",[0.00423728813559322]
38,1706,0.00425531914893617,"[38, 1706]",[0.00425531914893617]
38,2177,0.00425531914893617,"[38, 2177]",[0.00425531914893617]
38,15527,0.00425531914893617,"[38, 15527]",[0.00425531914893617]
38,15980,0.00425531914893617,"[38, 15980]",[0.00425531914893617]
38,10360,0.00425531914893617,"[38, 10360]",[0.00425531914893617]
38,9717,0.004273504273504274,"[38, 9717]",[0.004273504273504274]
38,18977,0.004273504273504274,"[38, 18977]",[0.004273504273504274]
38,3739,0.004273504273504274,"[38, 3739]",[0.004273504273504274]
38,9762,0.004273504273504274,"[38, 9762]",[0.004273504273504274]
38,2163,0.004310344827586207,"[38, 2163]",[0.004310344827586207]
38,8532,0.004310344827586207,"[38, 8532]",[0.004310344827586207]
38,12870,0.004310344827586207,"[38, 12870]",[0.004310344827586207]
38,4787,0.004310344827586207,"[38, 4787]",[0.004310344827586207]
38,2640,0.004310344827586207,"[38, 2640]",[0.004310344827586207]
38,10200,0.004329004329004329,"[38, 10200]",[0.004329004329004329]
38,12967,0.004329004329004329,"[38, 12967]",[0.004329004329004329]
38,5285,0.004329004329004329,"[38, 5285]",[0.004329004329004329]
38,794,0.004329004329004329,"[38, 794]",[0.004329004329004329]
38,4790,0.004329004329004329,"[38, 4790]",[0.004329004329004329]
38,12749,0.004329004329004329,"[38, 12749]",[0.004329004329004329]
38,17244,0.004329004329004329,"[38, 17244]",[0.004329004329004329]
38,13379,0.004329004329004329,"[38, 13379]",[0.004329004329004329]
38,9546,0.004329004329004329,"[38, 9546]",[0.004329004329004329]
38,15657,0.004329004329004329,"[38, 15657]",[0.004329004329004329]
38,5714,0.004347826086956522,"[38, 5714]",[0.004347826086956522]
38,12647,0.004347826086956522,"[38, 12647]",[0.004347826086956522]
38,643,0.004347826086956522,"[38, 643]",[0.004347826086956522]
38,3630,0.004347826086956522,"[38, 3630]",[0.004347826086956522]
38,5925,0.004347826086956522,"[38, 5925]",[0.004347826086956522]
38,11664,0.004347826086956522,"[38, 11664]",[0.004347826086956522]
38,13411,0.004366812227074236,"[38, 13411]",[0.004366812227074236]
38,17009,0.004366812227074236,"[38, 17009]",[0.004366812227074236]
38,8049,0.004366812227074236,"[38, 8049]",[0.004366812227074236]
38,9392,0.004366812227074236,"[38, 9392]",[0.004366812227074236]
38,15424,0.004366812227074236,"[38, 15424]",[0.004366812227074236]
38,17337,0.004366812227074236,"[38, 17337]",[0.004366812227074236]
38,13817,0.004366812227074236,"[38, 13817]",[0.004366812227074236]
38,18608,0.004366812227074236,"[38, 18608]",[0.004366812227074236]
38,15920,0.0043859649122807015,"[38, 15920]",[0.0043859649122807015]
38,17777,0.0043859649122807015,"[38, 17777]",[0.0043859649122807015]
38,3097,0.0043859649122807015,"[38, 3097]",[0.0043859649122807015]
38,2492,0.0043859649122807015,"[38, 2492]",[0.0043859649122807015]
38,2659,0.004405286343612335,"[38, 2659]",[0.004405286343612335]
38,13416,0.004405286343612335,"[38, 13416]",[0.004405286343612335]
38,13635,0.004405286343612335,"[38, 13635]",[0.004405286343612335]
38,6099,0.004424778761061947,"[38, 6099]",[0.004424778761061947]
38,7476,0.004424778761061947,"[38, 7476]",[0.004424778761061947]
38,12142,0.004424778761061947,"[38, 12142]",[0.004424778761061947]
38,12307,0.004424778761061947,"[38, 12307]",[0.004424778761061947]
38,7112,0.0044444444444444444,"[38, 7112]",[0.0044444444444444444]
38,7260,0.0044444444444444444,"[38, 7260]",[0.0044444444444444444]
38,8627,0.0044444444444444444,"[38, 8627]",[0.0044444444444444444]
38,13832,0.0044444444444444444,"[38, 13832]",[0.0044444444444444444]
38,1301,0.0044444444444444444,"[38, 1301]",[0.0044444444444444444]
38,4241,0.0044444444444444444,"[38, 4241]",[0.0044444444444444444]
38,5089,0.0044444444444444444,"[38, 5089]",[0.0044444444444444444]
38,8039,0.0044444444444444444,"[38, 8039]",[0.0044444444444444444]
38,8145,0.0044444444444444444,"[38, 8145]",[0.0044444444444444444]
38,11897,0.0044444444444444444,"[38, 11897]",[0.0044444444444444444]
38,16852,0.0044444444444444444,"[38, 16852]",[0.0044444444444444444]
38,18802,0.0044444444444444444,"[38, 18802]",[0.0044444444444444444]
38,3519,0.0044444444444444444,"[38, 3519]",[0.0044444444444444444]
38,12320,0.0044444444444444444,"[38, 12320]",[0.0044444444444444444]
38,8767,0.0044444444444444444,"[38, 8767]",[0.0044444444444444444]
38,18050,0.0044444444444444444,"[38, 18050]",[0.0044444444444444444]
38,2225,0.0044444444444444444,"[38, 2225]",[0.0044444444444444444]
38,3509,0.0044444444444444444,"[38, 3509]",[0.0044444444444444444]
38,14204,0.0044444444444444444,"[38, 14204]",[0.0044444444444444444]
38,17713,0.004464285714285714,"[38, 17713]",[0.004464285714285714]
38,13821,0.004464285714285714,"[38, 13821]",[0.004464285714285714]
38,17711,0.004464285714285714,"[38, 17711]",[0.004464285714285714]
38,1602,0.004464285714285714,"[38, 1602]",[0.004464285714285714]
38,60,0.004484304932735426,"[38, 60]",[0.004484304932735426]
38,6077,0.004484304932735426,"[38, 6077]",[0.004484304932735426]
38,2588,0.004484304932735426,"[38, 2588]",[0.004484304932735426]
38,5222,0.004484304932735426,"[38, 5222]",[0.004484304932735426]
38,12629,0.004484304932735426,"[38, 12629]",[0.004484304932735426]
38,4947,0.004484304932735426,"[38, 4947]",[0.004484304932735426]
38,5564,0.004484304932735426,"[38, 5564]",[0.004484304932735426]
38,15200,0.004484304932735426,"[38, 15200]",[0.004484304932735426]
38,6380,0.004484304932735426,"[38, 6380]",[0.004484304932735426]
38,18057,0.004484304932735426,"[38, 18057]",[0.004484304932735426]
38,4222,0.004484304932735426,"[38, 4222]",[0.004484304932735426]
38,15153,0.0045045045045045045,"[38, 15153]",[0.0045045045045045045]
38,6699,0.0045045045045045045,"[38, 6699]",[0.0045045045045045045]
38,10937,0.0045045045045045045,"[38, 10937]",[0.0045045045045045045]
38,12380,0.0045045045045045045,"[38, 12380]",[0.0045045045045045045]
38,10095,0.0045045045045045045,"[38, 10095]",[0.0045045045045045045]
38,6371,0.004524886877828055,"[38, 6371]",[0.004524886877828055]
38,9390,0.004524886877828055,"[38, 9390]",[0.004524886877828055]
38,14331,0.004524886877828055,"[38, 14331]",[0.004524886877828055]
38,12556,0.004524886877828055,"[38, 12556]",[0.004524886877828055]
38,6935,0.004524886877828055,"[38, 6935]",[0.004524886877828055]
38,9551,0.004524886877828055,"[38, 9551]",[0.004524886877828055]
38,4330,0.004524886877828055,"[38, 4330]",[0.004524886877828055]
38,18893,0.004545454545454545,"[38, 18893]",[0.004545454545454545]
38,12930,0.004545454545454545,"[38, 12930]",[0.004545454545454545]
38,13879,0.004545454545454545,"[38, 13879]",[0.004545454545454545]
38,9856,0.004545454545454545,"[38, 9856]",[0.004545454545454545]
38,10312,0.004545454545454545,"[38, 10312]",[0.004545454545454545]
38,10233,0.004545454545454545,"[38, 10233]",[0.004545454545454545]
38,3969,0.0045662100456621,"[38, 3969]",[0.0045662100456621]
38,11149,0.0045662100456621,"[38, 11149]",[0.0045662100456621]
38,13960,0.0045662100456621,"[38, 13960]",[0.0045662100456621]
38,15881,0.0045662100456621,"[38, 15881]",[0.0045662100456621]
38,1911,0.0045662100456621,"[38, 1911]",[0.0045662100456621]
38,18231,0.0045662100456621,"[38, 18231]",[0.0045662100456621]
38,10789,0.0045662100456621,"[38, 10789]",[0.0045662100456621]
38,17743,0.0045662100456621,"[38, 17743]",[0.0045662100456621]
38,11500,0.0045871559633027525,"[38, 11500]",[0.0045871559633027525]
38,5436,0.0045871559633027525,"[38, 5436]",[0.0045871559633027525]
38,6910,0.0045871559633027525,"[38, 6910]",[0.0045871559633027525]
38,1413,0.0045871559633027525,"[38, 1413]",[0.0045871559633027525]
38,1785,0.0045871559633027525,"[38, 1785]",[0.0045871559633027525]
38,137,0.0045871559633027525,"[38, 137]",[0.0045871559633027525]
38,14837,0.0045871559633027525,"[38, 14837]",[0.0045871559633027525]
38,8333,0.004608294930875576,"[38, 8333]",[0.004608294930875576]
38,15859,0.004608294930875576,"[38, 15859]",[0.004608294930875576]
38,2717,0.004608294930875576,"[38, 2717]",[0.004608294930875576]
38,4912,0.004608294930875576,"[38, 4912]",[0.004608294930875576]
38,9650,0.004608294930875576,"[38, 9650]",[0.004608294930875576]
38,17535,0.004608294930875576,"[38, 17535]",[0.004608294930875576]
38,3380,0.004608294930875576,"[38, 3380]",[0.004608294930875576]
38,8932,0.004608294930875576,"[38, 8932]",[0.004608294930875576]
38,10392,0.004629629629629629,"[38, 10392]",[0.004629629629629629]
38,784,0.004629629629629629,"[38, 784]",[0.004629629629629629]
38,11175,0.004629629629629629,"[38, 11175]",[0.004629629629629629]
38,7606,0.004629629629629629,"[38, 7606]",[0.004629629629629629]
38,1492,0.004629629629629629,"[38, 1492]",[0.004629629629629629]
38,14293,0.004629629629629629,"[38, 14293]",[0.004629629629629629]
38,8747,0.004651162790697674,"[38, 8747]",[0.004651162790697674]
38,2479,0.004651162790697674,"[38, 2479]",[0.004651162790697674]
38,1702,0.004651162790697674,"[38, 1702]",[0.004651162790697674]
38,13702,0.004651162790697674,"[38, 13702]",[0.004651162790697674]
38,16619,0.004651162790697674,"[38, 16619]",[0.004651162790697674]
38,18107,0.004651162790697674,"[38, 18107]",[0.004651162790697674]
38,780,0.004651162790697674,"[38, 780]",[0.004651162790697674]
38,4735,0.004651162790697674,"[38, 4735]",[0.004651162790697674]
38,13280,0.004651162790697674,"[38, 13280]",[0.004651162790697674]
38,14071,0.004651162790697674,"[38, 14071]",[0.004651162790697674]
38,15091,0.004651162790697674,"[38, 15091]",[0.004651162790697674]
38,17546,0.004651162790697674,"[38, 17546]",[0.004651162790697674]
38,4685,0.004651162790697674,"[38, 4685]",[0.004651162790697674]
38,2430,0.004672897196261682,"[38, 2430]",[0.004672897196261682]
38,5953,0.004672897196261682,"[38, 5953]",[0.004672897196261682]
38,13676,0.004672897196261682,"[38, 13676]",[0.004672897196261682]
38,5099,0.004672897196261682,"[38, 5099]",[0.004672897196261682]
38,4250,0.004672897196261682,"[38, 4250]",[0.004672897196261682]
38,8135,0.004672897196261682,"[38, 8135]",[0.004672897196261682]
38,18646,0.004672897196261682,"[38, 18646]",[0.004672897196261682]
38,5862,0.004672897196261682,"[38, 5862]",[0.004672897196261682]
38,3223,0.004672897196261682,"[38, 3223]",[0.004672897196261682]
38,1861,0.004672897196261682,"[38, 1861]",[0.004672897196261682]
38,4565,0.004672897196261682,"[38, 4565]",[0.004672897196261682]
38,14964,0.004672897196261682,"[38, 14964]",[0.004672897196261682]
38,16326,0.004672897196261682,"[38, 16326]",[0.004672897196261682]
38,5771,0.004672897196261682,"[38, 5771]",[0.004672897196261682]
38,5152,0.004694835680751174,"[38, 5152]",[0.004694835680751174]
38,155,0.004694835680751174,"[38, 155]",[0.004694835680751174]
38,13269,0.004694835680751174,"[38, 13269]",[0.004694835680751174]
38,3884,0.004694835680751174,"[38, 3884]",[0.004694835680751174]
38,8710,0.004694835680751174,"[38, 8710]",[0.004694835680751174]
38,5805,0.004694835680751174,"[38, 5805]",[0.004694835680751174]
38,6737,0.004694835680751174,"[38, 6737]",[0.004694835680751174]
38,7276,0.004694835680751174,"[38, 7276]",[0.004694835680751174]
38,14581,0.004694835680751174,"[38, 14581]",[0.004694835680751174]
38,16539,0.004694835680751174,"[38, 16539]",[0.004694835680751174]
38,17568,0.004694835680751174,"[38, 17568]",[0.004694835680751174]
38,2451,0.0047169811320754715,"[38, 2451]",[0.0047169811320754715]
38,9039,0.0047169811320754715,"[38, 9039]",[0.0047169811320754715]
38,17727,0.0047169811320754715,"[38, 17727]",[0.0047169811320754715]
38,3437,0.0047169811320754715,"[38, 3437]",[0.0047169811320754715]
38,6176,0.0047169811320754715,"[38, 6176]",[0.0047169811320754715]
38,9063,0.0047169811320754715,"[38, 9063]",[0.0047169811320754715]
