start_index,destination_index,shortest_path_distance,shortest_path_seq
14622,13007,0.002551020408163265,"[14622, 13007]"
14622,17502,0.002551020408163265,"[14622, 17502]"
14622,10129,0.002570694087403599,"[14622, 10129]"
14622,11440,0.003105590062111801,"[14622, 11440]"
14622,2146,0.003115264797507788,"[14622, 2146]"
14622,18810,0.0031446540880503146,"[14622, 18810]"
14622,10140,0.0033003300330033004,"[14622, 10140]"
14622,17434,0.0033222591362126247,"[14622, 17434]"
14622,3059,0.0033444816053511705,"[14622, 3059]"
14622,17055,0.0033444816053511705,"[14622, 17055]"
14622,12521,0.003355704697986577,"[14622, 12521]"
14622,5531,0.003355704697986577,"[14622, 5531]"
14622,18307,0.003355704697986577,"[14622, 18307]"
14622,6564,0.003367003367003367,"[14622, 6564]"
14622,1883,0.003389830508474576,"[14622, 1883]"
14622,9359,0.003389830508474576,"[14622, 9359]"
14622,13794,0.003389830508474576,"[14622, 13794]"
14622,5796,0.0034129692832764505,"[14622, 5796]"
14622,4453,0.003424657534246575,"[14622, 4453]"
14622,1926,0.0034482758620689655,"[14622, 1926]"
14622,9018,0.0034482758620689655,"[14622, 9018]"
14622,11811,0.0034602076124567475,"[14622, 11811]"
14622,9004,0.003472222222222222,"[14622, 9004]"
14622,1676,0.003472222222222222,"[14622, 1676]"
14622,15088,0.003472222222222222,"[14622, 15088]"
14622,18757,0.003472222222222222,"[14622, 18757]"
14622,19131,0.003472222222222222,"[14622, 19131]"
14622,16555,0.0034965034965034965,"[14622, 16555]"
14622,3391,0.0035211267605633804,"[14622, 3391]"
14622,17535,0.0035211267605633804,"[14622, 17535]"
14622,907,0.0035335689045936395,"[14622, 907]"
14622,1718,0.0035335689045936395,"[14622, 1718]"
14622,8682,0.0035460992907801418,"[14622, 8682]"
14622,14230,0.0035714285714285713,"[14622, 14230]"
14622,13820,0.0035842293906810036,"[14622, 13820]"
14622,11608,0.0035842293906810036,"[14622, 11608]"
14622,7829,0.0035971223021582736,"[14622, 7829]"
14622,16389,0.0036101083032490976,"[14622, 16389]"
14622,2585,0.0036231884057971015,"[14622, 2585]"
14622,3939,0.0036363636363636364,"[14622, 3939]"
14622,7835,0.0036363636363636364,"[14622, 7835]"
14622,15101,0.0036496350364963502,"[14622, 15101]"
14622,497,0.0036496350364963502,"[14622, 497]"
14622,9798,0.0036496350364963502,"[14622, 9798]"
14622,17636,0.003663003663003663,"[14622, 17636]"
14622,1876,0.0036900369003690036,"[14622, 1876]"
14622,5457,0.003703703703703704,"[14622, 5457]"
14622,12502,0.003703703703703704,"[14622, 12502]"
14622,4083,0.0037313432835820895,"[14622, 4083]"
14622,11423,0.0037593984962406013,"[14622, 11423]"
14622,2600,0.0037735849056603774,"[14622, 2600]"
14622,2540,0.0037735849056603774,"[14622, 2540]"
14622,17663,0.003787878787878788,"[14622, 17663]"
14622,2690,0.003787878787878788,"[14622, 2690]"
14622,5677,0.0038022813688212928,"[14622, 5677]"
14622,11553,0.0038022813688212928,"[14622, 11553]"
14622,1299,0.003816793893129771,"[14622, 1299]"
14622,8103,0.003816793893129771,"[14622, 8103]"
14622,4616,0.0038314176245210726,"[14622, 4616]"
14622,7099,0.0038314176245210726,"[14622, 7099]"
14622,5046,0.0038314176245210726,"[14622, 5046]"
14622,2313,0.0038314176245210726,"[14622, 2313]"
14622,5204,0.0038461538461538464,"[14622, 5204]"
14622,14585,0.003875968992248062,"[14622, 14585]"
14622,6065,0.0038910505836575876,"[14622, 6065]"
14622,3314,0.00392156862745098,"[14622, 3314]"
14622,10292,0.00392156862745098,"[14622, 10292]"
14622,966,0.00392156862745098,"[14622, 966]"
14622,18107,0.003937007874015748,"[14622, 18107]"
14622,4735,0.003937007874015748,"[14622, 4735]"
14622,1125,0.003937007874015748,"[14622, 1125]"
14622,5152,0.003952569169960474,"[14622, 5152]"
14622,240,0.003968253968253968,"[14622, 240]"
14622,10836,0.003968253968253968,"[14622, 10836]"
14622,6788,0.003968253968253968,"[14622, 6788]"
14622,11375,0.00398406374501992,"[14622, 11375]"
14622,8838,0.00398406374501992,"[14622, 8838]"
14622,8278,0.00398406374501992,"[14622, 8278]"
14622,151,0.004,"[14622, 151]"
14622,3706,0.004016064257028112,"[14622, 3706]"
14622,7229,0.004016064257028112,"[14622, 7229]"
14622,6496,0.004016064257028112,"[14622, 6496]"
14622,12403,0.004016064257028112,"[14622, 12403]"
14622,6462,0.004016064257028112,"[14622, 6462]"
14622,14238,0.004032258064516129,"[14622, 14238]"
14622,9201,0.004048582995951417,"[14622, 9201]"
