start_index,destination_index,shortest_path_distance,shortest_path_seq
8484,8431,0.0037313432835820895,"[8484, 8431]"
8484,15244,0.0037313432835820895,"[8484, 15244]"
8484,4147,0.0037313432835820895,"[8484, 4147]"
8484,12906,0.0037313432835820895,"[8484, 12906]"
8484,19189,0.0037313432835820895,"[8484, 19189]"
8484,10078,0.003745318352059925,"[8484, 10078]"
8484,12936,0.003745318352059925,"[8484, 12936]"
8484,10336,0.003745318352059925,"[8484, 10336]"
8484,1931,0.0037593984962406013,"[8484, 1931]"
8484,6610,0.0037593984962406013,"[8484, 6610]"
8484,10862,0.0037593984962406013,"[8484, 10862]"
8484,11887,0.0037593984962406013,"[8484, 11887]"
8484,14442,0.0037593984962406013,"[8484, 14442]"
8484,1575,0.0037593984962406013,"[8484, 1575]"
8484,14863,0.0037735849056603774,"[8484, 14863]"
8484,2163,0.003787878787878788,"[8484, 2163]"
8484,7888,0.003787878787878788,"[8484, 7888]"
8484,13569,0.003816793893129771,"[8484, 13569]"
8484,711,0.0038314176245210726,"[8484, 711]"
8484,6559,0.0038314176245210726,"[8484, 6559]"
8484,13714,0.0038314176245210726,"[8484, 13714]"
8484,16100,0.0038314176245210726,"[8484, 16100]"
8484,17309,0.0038314176245210726,"[8484, 17309]"
8484,17697,0.0038314176245210726,"[8484, 17697]"
8484,11203,0.0038314176245210726,"[8484, 11203]"
8484,6258,0.0038314176245210726,"[8484, 6258]"
8484,14691,0.0038461538461538464,"[8484, 14691]"
8484,18325,0.0038461538461538464,"[8484, 18325]"
8484,18697,0.003861003861003861,"[8484, 18697]"
8484,2479,0.003875968992248062,"[8484, 2479]"
8484,13471,0.0038910505836575876,"[8484, 13471]"
8484,10500,0.00390625,"[8484, 10500]"
8484,11136,0.00390625,"[8484, 11136]"
8484,336,0.00392156862745098,"[8484, 336]"
8484,2172,0.00392156862745098,"[8484, 2172]"
8484,4680,0.003937007874015748,"[8484, 4680]"
8484,759,0.003952569169960474,"[8484, 759]"
8484,6595,0.003952569169960474,"[8484, 6595]"
8484,406,0.003968253968253968,"[8484, 406]"
8484,18641,0.003968253968253968,"[8484, 18641]"
8484,2949,0.00398406374501992,"[8484, 2949]"
8484,3382,0.004,"[8484, 3382]"
8484,9934,0.004,"[8484, 9934]"
8484,9627,0.004,"[8484, 9627]"
8484,17643,0.004,"[8484, 17643]"
8484,18503,0.004,"[8484, 18503]"
8484,11856,0.004,"[8484, 11856]"
8484,7352,0.004,"[8484, 7352]"
8484,6242,0.004016064257028112,"[8484, 6242]"
8484,14309,0.004032258064516129,"[8484, 14309]"
8484,12205,0.004032258064516129,"[8484, 12205]"
8484,15461,0.004032258064516129,"[8484, 15461]"
8484,8989,0.004032258064516129,"[8484, 8989]"
8484,9078,0.004032258064516129,"[8484, 9078]"
8484,17029,0.0040650406504065045,"[8484, 17029]"
8484,11355,0.0040650406504065045,"[8484, 11355]"
8484,13027,0.004081632653061225,"[8484, 13027]"
8484,13690,0.004081632653061225,"[8484, 13690]"
8484,2068,0.004081632653061225,"[8484, 2068]"
8484,4239,0.004098360655737705,"[8484, 4239]"
8484,5575,0.004098360655737705,"[8484, 5575]"
8484,3025,0.00411522633744856,"[8484, 3025]"
8484,10611,0.00411522633744856,"[8484, 10611]"
8484,11900,0.004132231404958678,"[8484, 11900]"
8484,10697,0.004132231404958678,"[8484, 10697]"
8484,17495,0.004166666666666667,"[8484, 17495]"
8484,881,0.004166666666666667,"[8484, 881]"
8484,12585,0.004166666666666667,"[8484, 12585]"
8484,11959,0.004166666666666667,"[8484, 11959]"
8484,17633,0.0041841004184100415,"[8484, 17633]"
8484,16950,0.0041841004184100415,"[8484, 16950]"
8484,10259,0.004201680672268907,"[8484, 10259]"
8484,14530,0.004201680672268907,"[8484, 14530]"
8484,16541,0.004201680672268907,"[8484, 16541]"
8484,10853,0.004219409282700422,"[8484, 10853]"
8484,16124,0.004219409282700422,"[8484, 16124]"
8484,802,0.004219409282700422,"[8484, 802]"
8484,11357,0.00423728813559322,"[8484, 11357]"
8484,1785,0.00423728813559322,"[8484, 1785]"
8484,10698,0.00425531914893617,"[8484, 10698]"
8484,11939,0.00425531914893617,"[8484, 11939]"
8484,1069,0.00425531914893617,"[8484, 1069]"
8484,3851,0.00425531914893617,"[8484, 3851]"
8484,1478,0.004273504273504274,"[8484, 1478]"
8484,2878,0.004273504273504274,"[8484, 2878]"
8484,1704,0.004273504273504274,"[8484, 1704]"
8484,10200,0.004273504273504274,"[8484, 10200]"
8484,10544,0.004273504273504274,"[8484, 10544]"
8484,12044,0.004273504273504274,"[8484, 12044]"
8484,2781,0.004273504273504274,"[8484, 2781]"
8484,13559,0.004273504273504274,"[8484, 13559]"
8484,7438,0.004273504273504274,"[8484, 7438]"
8484,2969,0.004273504273504274,"[8484, 2969]"
8484,4978,0.004310344827586207,"[8484, 4978]"
8484,17808,0.004310344827586207,"[8484, 17808]"
8484,4772,0.004310344827586207,"[8484, 4772]"
8484,15534,0.004329004329004329,"[8484, 15534]"
8484,1276,0.004329004329004329,"[8484, 1276]"
8484,208,0.004329004329004329,"[8484, 208]"
8484,1696,0.004347826086956522,"[8484, 1696]"
8484,8089,0.004347826086956522,"[8484, 8089]"
8484,9272,0.004347826086956522,"[8484, 9272]"
8484,14120,0.004347826086956522,"[8484, 14120]"
8484,8607,0.004347826086956522,"[8484, 8607]"
8484,10956,0.004366812227074236,"[8484, 10956]"
8484,15455,0.004366812227074236,"[8484, 15455]"
8484,15781,0.004366812227074236,"[8484, 15781]"
8484,976,0.004366812227074236,"[8484, 976]"
8484,11302,0.004366812227074236,"[8484, 11302]"
8484,2198,0.0043859649122807015,"[8484, 2198]"
8484,4989,0.004405286343612335,"[8484, 4989]"
8484,831,0.004405286343612335,"[8484, 831]"
8484,15096,0.004405286343612335,"[8484, 15096]"
8484,11005,0.004424778761061947,"[8484, 11005]"
8484,8202,0.004424778761061947,"[8484, 8202]"
8484,18291,0.004424778761061947,"[8484, 18291]"
8484,16003,0.0044444444444444444,"[8484, 16003]"
8484,5073,0.0044444444444444444,"[8484, 5073]"
8484,13396,0.0044444444444444444,"[8484, 13396]"
8484,15912,0.004464285714285714,"[8484, 15912]"
8484,3189,0.004464285714285714,"[8484, 3189]"
8484,11186,0.004464285714285714,"[8484, 11186]"
8484,11658,0.004484304932735426,"[8484, 11658]"
8484,2194,0.0045045045045045045,"[8484, 2194]"
8484,11362,0.0045045045045045045,"[8484, 11362]"
8484,1102,0.0045045045045045045,"[8484, 1102]"
8484,15789,0.0045045045045045045,"[8484, 15789]"
8484,4205,0.004524886877828055,"[8484, 4205]"
8484,8999,0.004524886877828055,"[8484, 8999]"
8484,3755,0.004524886877828055,"[8484, 3755]"
8484,15387,0.004524886877828055,"[8484, 15387]"
8484,15427,0.004524886877828055,"[8484, 15427]"
8484,8155,0.004545454545454545,"[8484, 8155]"
8484,5691,0.004545454545454545,"[8484, 5691]"
8484,202,0.004545454545454545,"[8484, 202]"
8484,6784,0.0045662100456621,"[8484, 6784]"
8484,5982,0.0045662100456621,"[8484, 5982]"
8484,18895,0.0045662100456621,"[8484, 18895]"
8484,13895,0.0045871559633027525,"[8484, 13895]"
8484,6424,0.004608294930875576,"[8484, 6424]"
8484,5221,0.004608294930875576,"[8484, 5221]"
8484,3038,0.004629629629629629,"[8484, 3038]"
8484,3285,0.004629629629629629,"[8484, 3285]"
8484,8093,0.004651162790697674,"[8484, 8093]"
8484,13571,0.004651162790697674,"[8484, 13571]"
8484,6631,0.004651162790697674,"[8484, 6631]"
8484,3312,0.004651162790697674,"[8484, 3312]"
8484,657,0.004651162790697674,"[8484, 657]"
8484,10370,0.004651162790697674,"[8484, 10370]"
8484,10608,0.004651162790697674,"[8484, 10608]"
8484,11747,0.004651162790697674,"[8484, 11747]"
8484,10245,0.004672897196261682,"[8484, 10245]"
8484,2898,0.004672897196261682,"[8484, 2898]"
8484,1249,0.004672897196261682,"[8484, 1249]"
8484,858,0.004672897196261682,"[8484, 858]"
8484,10845,0.004672897196261682,"[8484, 10845]"
8484,15542,0.004672897196261682,"[8484, 15542]"
8484,4145,0.004694835680751174,"[8484, 4145]"
8484,6771,0.004694835680751174,"[8484, 6771]"
8484,17485,0.004694835680751174,"[8484, 17485]"
8484,7928,0.0047169811320754715,"[8484, 7928]"
8484,356,0.0047169811320754715,"[8484, 356]"
8484,12237,0.0047169811320754715,"[8484, 12237]"
8484,687,0.0047169811320754715,"[8484, 687]"
8484,9999,0.004739336492890996,"[8484, 9999]"
8484,8229,0.004739336492890996,"[8484, 8229]"
8484,12522,0.004739336492890996,"[8484, 12522]"
8484,10621,0.004739336492890996,"[8484, 10621]"
8484,3641,0.004761904761904762,"[8484, 3641]"
8484,12517,0.004761904761904762,"[8484, 12517]"
8484,18781,0.004761904761904762,"[8484, 18781]"
8484,9105,0.004761904761904762,"[8484, 9105]"
8484,9674,0.004761904761904762,"[8484, 9674]"
8484,14080,0.004761904761904762,"[8484, 14080]"
8484,7341,0.004761904761904762,"[8484, 7341]"
8484,1168,0.004761904761904762,"[8484, 1168]"
8484,938,0.004784688995215311,"[8484, 938]"
8484,4201,0.004784688995215311,"[8484, 4201]"
8484,7088,0.004784688995215311,"[8484, 7088]"
8484,7360,0.004784688995215311,"[8484, 7360]"
8484,15389,0.004784688995215311,"[8484, 15389]"
8484,3503,0.004784688995215311,"[8484, 3503]"
8484,4271,0.004784688995215311,"[8484, 4271]"
8484,4769,0.004784688995215311,"[8484, 4769]"
8484,6565,0.004784688995215311,"[8484, 6565]"
8484,15599,0.004807692307692308,"[8484, 15599]"
8484,4862,0.004807692307692308,"[8484, 4862]"
8484,8453,0.004807692307692308,"[8484, 8453]"
8484,11726,0.004807692307692308,"[8484, 11726]"
8484,18900,0.004807692307692308,"[8484, 18900]"
8484,3721,0.004807692307692308,"[8484, 3721]"
8484,2665,0.004807692307692308,"[8484, 2665]"
8484,13510,0.004807692307692308,"[8484, 13510]"
8484,14793,0.004830917874396135,"[8484, 14793]"
8484,15879,0.0048543689320388345,"[8484, 15879]"
8484,2328,0.0048543689320388345,"[8484, 2328]"
8484,2537,0.0048543689320388345,"[8484, 2537]"
8484,16724,0.0048543689320388345,"[8484, 16724]"
8484,18718,0.0048543689320388345,"[8484, 18718]"
8484,14427,0.0048543689320388345,"[8484, 14427]"
8484,2269,0.0048543689320388345,"[8484, 2269]"
8484,8399,0.0048543689320388345,"[8484, 8399]"
8484,9215,0.0048543689320388345,"[8484, 9215]"
8484,9654,0.0048543689320388345,"[8484, 9654]"
8484,9948,0.0048543689320388345,"[8484, 9948]"
8484,13904,0.0048543689320388345,"[8484, 13904]"
8484,15742,0.0048543689320388345,"[8484, 15742]"
8484,16464,0.0048543689320388345,"[8484, 16464]"
8484,16832,0.0048543689320388345,"[8484, 16832]"
8484,18868,0.0048543689320388345,"[8484, 18868]"
8484,11499,0.004878048780487805,"[8484, 11499]"
8484,17851,0.004878048780487805,"[8484, 17851]"
8484,18835,0.004878048780487805,"[8484, 18835]"
8484,8236,0.004878048780487805,"[8484, 8236]"
8484,4249,0.004878048780487805,"[8484, 4249]"
8484,9030,0.004901960784313725,"[8484, 9030]"
8484,11476,0.004901960784313725,"[8484, 11476]"
8484,18534,0.004901960784313725,"[8484, 18534]"
8484,12498,0.004901960784313725,"[8484, 12498]"
8484,12520,0.004901960784313725,"[8484, 12520]"
8484,14003,0.004901960784313725,"[8484, 14003]"
8484,8312,0.004901960784313725,"[8484, 8312]"
8484,12102,0.004901960784313725,"[8484, 12102]"
8484,12105,0.004901960784313725,"[8484, 12105]"
8484,12333,0.0049261083743842365,"[8484, 12333]"
8484,11847,0.0049261083743842365,"[8484, 11847]"
8484,11113,0.0049261083743842365,"[8484, 11113]"
8484,5697,0.0049261083743842365,"[8484, 5697]"
8484,14705,0.0049504950495049506,"[8484, 14705]"
8484,13088,0.0049504950495049506,"[8484, 13088]"
8484,3952,0.0049504950495049506,"[8484, 3952]"
8484,15886,0.0049504950495049506,"[8484, 15886]"
8484,4341,0.004975124378109453,"[8484, 4341]"
8484,6240,0.004975124378109453,"[8484, 6240]"
8484,8645,0.005,"[8484, 8645]"
8484,14951,0.005,"[8484, 14951]"
8484,8345,0.005,"[8484, 8345]"
8484,18351,0.005,"[8484, 18351]"
8484,14837,0.005,"[8484, 14837]"
8484,12315,0.005025125628140704,"[8484, 12315]"
8484,2490,0.005025125628140704,"[8484, 2490]"
8484,6609,0.005050505050505051,"[8484, 6609]"
8484,6655,0.005050505050505051,"[8484, 6655]"
8484,11849,0.005050505050505051,"[8484, 11849]"
8484,16061,0.005050505050505051,"[8484, 16061]"
8484,3922,0.005050505050505051,"[8484, 3922]"
8484,2314,0.005050505050505051,"[8484, 2314]"
8484,5972,0.005076142131979695,"[8484, 5972]"
8484,10677,0.005076142131979695,"[8484, 10677]"
8484,2741,0.005076142131979695,"[8484, 2741]"
8484,795,0.00510204081632653,"[8484, 795]"
8484,9230,0.00510204081632653,"[8484, 9230]"
8484,6284,0.005128205128205128,"[8484, 6284]"
8484,2526,0.005128205128205128,"[8484, 2526]"
8484,8824,0.005128205128205128,"[8484, 8824]"
8484,15313,0.005128205128205128,"[8484, 15313]"
8484,9672,0.005128205128205128,"[8484, 9672]"
8484,16312,0.005128205128205128,"[8484, 16312]"
8484,1807,0.005154639175257732,"[8484, 1807]"
8484,5455,0.005154639175257732,"[8484, 5455]"
8484,7112,0.0051813471502590676,"[8484, 7112]"
8484,3504,0.0051813471502590676,"[8484, 3504]"
8484,190,0.0051813471502590676,"[8484, 190]"
8484,41,0.0051813471502590676,"[8484, 41]"
8484,2702,0.0051813471502590676,"[8484, 2702]"
8484,5599,0.0051813471502590676,"[8484, 5599]"
8484,688,0.0051813471502590676,"[8484, 688]"
8484,3502,0.0051813471502590676,"[8484, 3502]"
8484,4679,0.0051813471502590676,"[8484, 4679]"
8484,4887,0.0051813471502590676,"[8484, 4887]"
8484,16298,0.0051813471502590676,"[8484, 16298]"
8484,16519,0.0051813471502590676,"[8484, 16519]"
8484,11725,0.0051813471502590676,"[8484, 11725]"
8484,5947,0.005208333333333333,"[8484, 5947]"
8484,2401,0.005208333333333333,"[8484, 2401]"
8484,18559,0.005235602094240838,"[8484, 18559]"
8484,18795,0.005235602094240838,"[8484, 18795]"
8484,6001,0.005235602094240838,"[8484, 6001]"
8484,412,0.005235602094240838,"[8484, 412]"
8484,3455,0.005235602094240838,"[8484, 3455]"
8484,16537,0.005235602094240838,"[8484, 16537]"
8484,280,0.005235602094240838,"[8484, 280]"
8484,18157,0.005235602094240838,"[8484, 18157]"
8484,1326,0.005263157894736842,"[8484, 1326]"
8484,8564,0.005263157894736842,"[8484, 8564]"
8484,2843,0.005291005291005291,"[8484, 2843]"
8484,171,0.005291005291005291,"[8484, 171]"
8484,15281,0.005291005291005291,"[8484, 15281]"
8484,18644,0.005291005291005291,"[8484, 18644]"
8484,2072,0.005291005291005291,"[8484, 2072]"
8484,7171,0.005291005291005291,"[8484, 7171]"
8484,18025,0.005319148936170213,"[8484, 18025]"
8484,15458,0.005319148936170213,"[8484, 15458]"
8484,17602,0.005319148936170213,"[8484, 17602]"
8484,4269,0.0053475935828877,"[8484, 4269]"
8484,10167,0.0053475935828877,"[8484, 10167]"
8484,19143,0.0053475935828877,"[8484, 19143]"
8484,18190,0.0053475935828877,"[8484, 18190]"
8484,11051,0.0053475935828877,"[8484, 11051]"
8484,6117,0.0053475935828877,"[8484, 6117]"
8484,10338,0.005376344086021506,"[8484, 10338]"
8484,6005,0.005376344086021506,"[8484, 6005]"
8484,14148,0.005376344086021506,"[8484, 14148]"
8484,7899,0.005376344086021506,"[8484, 7899]"
8484,7449,0.005376344086021506,"[8484, 7449]"
8484,12412,0.005376344086021506,"[8484, 12412]"
8484,4626,0.005376344086021506,"[8484, 4626]"
8484,4506,0.005405405405405406,"[8484, 4506]"
8484,1655,0.005405405405405406,"[8484, 1655]"
8484,14263,0.005405405405405406,"[8484, 14263]"
8484,15596,0.005405405405405406,"[8484, 15596]"
8484,13744,0.005434782608695652,"[8484, 13744]"
8484,2880,0.00546448087431694,"[8484, 2880]"
8484,13959,0.00546448087431694,"[8484, 13959]"
8484,4558,0.00546448087431694,"[8484, 4558]"
8484,11154,0.00546448087431694,"[8484, 11154]"
8484,11603,0.00546448087431694,"[8484, 11603]"
8484,16279,0.00546448087431694,"[8484, 16279]"
8484,3548,0.005494505494505495,"[8484, 3548]"
8484,4519,0.005494505494505495,"[8484, 4519]"
8484,15617,0.005494505494505495,"[8484, 15617]"
8484,1494,0.0055248618784530384,"[8484, 1494]"
8484,12985,0.0055248618784530384,"[8484, 12985]"
8484,12492,0.0055248618784530384,"[8484, 12492]"
8484,540,0.005555555555555556,"[8484, 540]"
8484,13779,0.005555555555555556,"[8484, 13779]"
8484,10975,0.005555555555555556,"[8484, 10975]"
8484,3106,0.005555555555555556,"[8484, 3106]"
8484,6791,0.005555555555555556,"[8484, 6791]"
8484,3000,0.00558659217877095,"[8484, 3000]"
8484,8747,0.00558659217877095,"[8484, 8747]"
8484,10854,0.00558659217877095,"[8484, 10854]"
8484,10802,0.00558659217877095,"[8484, 10802]"
8484,18487,0.00558659217877095,"[8484, 18487]"
8484,5176,0.00558659217877095,"[8484, 5176]"
8484,11957,0.00558659217877095,"[8484, 11957]"
8484,5201,0.0056179775280898875,"[8484, 5201]"
8484,5945,0.0056179775280898875,"[8484, 5945]"
8484,17217,0.0056179775280898875,"[8484, 17217]"
8484,567,0.0056179775280898875,"[8484, 567]"
8484,17854,0.005649717514124294,"[8484, 17854]"
8484,6687,0.005649717514124294,"[8484, 6687]"
8484,11949,0.005649717514124294,"[8484, 11949]"
8484,1885,0.005681818181818182,"[8484, 1885]"
8484,2879,0.005681818181818182,"[8484, 2879]"
8484,15153,0.005714285714285714,"[8484, 15153]"
8484,3295,0.005714285714285714,"[8484, 3295]"
8484,13317,0.005714285714285714,"[8484, 13317]"
8484,5564,0.005714285714285714,"[8484, 5564]"
8484,5872,0.005714285714285714,"[8484, 5872]"
8484,10468,0.005714285714285714,"[8484, 10468]"
8484,15900,0.005714285714285714,"[8484, 15900]"
8484,6248,0.005714285714285714,"[8484, 6248]"
8484,10672,0.005714285714285714,"[8484, 10672]"
8484,14898,0.005747126436781609,"[8484, 14898]"
8484,13056,0.005747126436781609,"[8484, 13056]"
8484,14316,0.005780346820809248,"[8484, 14316]"
8484,5020,0.005780346820809248,"[8484, 5020]"
8484,10239,0.005780346820809248,"[8484, 10239]"
8484,6733,0.005780346820809248,"[8484, 6733]"
8484,1089,0.005780346820809248,"[8484, 1089]"
8484,8930,0.005780346820809248,"[8484, 8930]"
8484,9442,0.005780346820809248,"[8484, 9442]"
8484,11785,0.005780346820809248,"[8484, 11785]"
8484,7142,0.005780346820809248,"[8484, 7142]"
8484,11044,0.005780346820809248,"[8484, 11044]"
8484,1190,0.005813953488372093,"[8484, 1190]"
8484,17026,0.005813953488372093,"[8484, 17026]"
8484,19130,0.005813953488372093,"[8484, 19130]"
8484,2648,0.005847953216374269,"[8484, 2648]"
8484,3508,0.005847953216374269,"[8484, 3508]"
8484,9091,0.005847953216374269,"[8484, 9091]"
8484,840,0.005847953216374269,"[8484, 840]"
8484,1124,0.005847953216374269,"[8484, 1124]"
8484,18752,0.005847953216374269,"[8484, 18752]"
8484,851,0.005847953216374269,"[8484, 851]"
8484,599,0.005847953216374269,"[8484, 599]"
8484,9656,0.005847953216374269,"[8484, 9656]"
8484,491,0.0058823529411764705,"[8484, 491]"
8484,5242,0.0058823529411764705,"[8484, 5242]"
8484,5395,0.0058823529411764705,"[8484, 5395]"
8484,11834,0.0058823529411764705,"[8484, 11834]"
8484,6262,0.0058823529411764705,"[8484, 6262]"
8484,11694,0.0058823529411764705,"[8484, 11694]"
8484,8662,0.005917159763313609,"[8484, 8662]"
8484,14237,0.005917159763313609,"[8484, 14237]"
8484,14969,0.005917159763313609,"[8484, 14969]"
8484,16089,0.005917159763313609,"[8484, 16089]"
8484,5674,0.005917159763313609,"[8484, 5674]"
8484,9912,0.005917159763313609,"[8484, 9912]"
8484,14184,0.005917159763313609,"[8484, 14184]"
8484,14349,0.005917159763313609,"[8484, 14349]"
8484,17166,0.005917159763313609,"[8484, 17166]"
8484,11132,0.005917159763313609,"[8484, 11132]"
8484,8319,0.005917159763313609,"[8484, 8319]"
8484,11267,0.005917159763313609,"[8484, 11267]"
8484,9781,0.005917159763313609,"[8484, 9781]"
8484,554,0.005952380952380952,"[8484, 554]"
8484,1771,0.005952380952380952,"[8484, 1771]"
8484,3452,0.005952380952380952,"[8484, 3452]"
8484,4564,0.005952380952380952,"[8484, 4564]"
8484,6557,0.005952380952380952,"[8484, 6557]"
8484,7725,0.005952380952380952,"[8484, 7725]"
8484,10198,0.005952380952380952,"[8484, 10198]"
8484,13403,0.005952380952380952,"[8484, 13403]"
8484,14286,0.005952380952380952,"[8484, 14286]"
8484,14644,0.005952380952380952,"[8484, 14644]"
8484,6353,0.005952380952380952,"[8484, 6353]"
8484,18222,0.005952380952380952,"[8484, 18222]"
8484,1014,0.005988023952095809,"[8484, 1014]"
8484,1622,0.005988023952095809,"[8484, 1622]"
8484,2549,0.005988023952095809,"[8484, 2549]"
8484,3638,0.005988023952095809,"[8484, 3638]"
8484,4792,0.005988023952095809,"[8484, 4792]"
8484,5856,0.005988023952095809,"[8484, 5856]"
8484,6397,0.005988023952095809,"[8484, 6397]"
8484,14231,0.005988023952095809,"[8484, 14231]"
8484,15558,0.005988023952095809,"[8484, 15558]"
8484,18716,0.005988023952095809,"[8484, 18716]"
8484,1040,0.005988023952095809,"[8484, 1040]"
8484,17966,0.005988023952095809,"[8484, 17966]"
8484,2967,0.005988023952095809,"[8484, 2967]"
8484,3238,0.005988023952095809,"[8484, 3238]"
8484,3749,0.005988023952095809,"[8484, 3749]"
8484,10582,0.005988023952095809,"[8484, 10582]"
8484,10778,0.005988023952095809,"[8484, 10778]"
8484,12570,0.005988023952095809,"[8484, 12570]"
8484,15714,0.005988023952095809,"[8484, 15714]"
8484,11046,0.006024096385542169,"[8484, 11046]"
8484,12304,0.006024096385542169,"[8484, 12304]"
8484,10602,0.006024096385542169,"[8484, 10602]"
8484,14410,0.006024096385542169,"[8484, 14410]"
8484,1573,0.006024096385542169,"[8484, 1573]"
8484,1235,0.006024096385542169,"[8484, 1235]"
8484,2923,0.006060606060606061,"[8484, 2923]"
8484,9186,0.006060606060606061,"[8484, 9186]"
8484,6406,0.006060606060606061,"[8484, 6406]"
8484,10434,0.006060606060606061,"[8484, 10434]"
8484,604,0.006060606060606061,"[8484, 604]"
8484,7738,0.006060606060606061,"[8484, 7738]"
8484,13180,0.006060606060606061,"[8484, 13180]"
8484,17093,0.006097560975609756,"[8484, 17093]"
8484,15054,0.006097560975609756,"[8484, 15054]"
8484,9238,0.006134969325153374,"[8484, 9238]"
8484,15222,0.006134969325153374,"[8484, 15222]"
8484,2337,0.006134969325153374,"[8484, 2337]"
8484,16977,0.006134969325153374,"[8484, 16977]"
8484,10929,0.006172839506172839,"[8484, 10929]"
8484,12889,0.006172839506172839,"[8484, 12889]"
8484,1428,0.006172839506172839,"[8484, 1428]"
8484,1860,0.006211180124223602,"[8484, 1860]"
8484,403,0.006211180124223602,"[8484, 403]"
8484,1159,0.006211180124223602,"[8484, 1159]"
8484,1660,0.006211180124223602,"[8484, 1660]"
8484,5512,0.006211180124223602,"[8484, 5512]"
8484,5656,0.006211180124223602,"[8484, 5656]"
8484,7086,0.006211180124223602,"[8484, 7086]"
8484,11042,0.006211180124223602,"[8484, 11042]"
8484,17540,0.006211180124223602,"[8484, 17540]"
8484,19122,0.006211180124223602,"[8484, 19122]"
8484,2992,0.006211180124223602,"[8484, 2992]"
8484,6413,0.006211180124223602,"[8484, 6413]"
8484,9854,0.006211180124223602,"[8484, 9854]"
8484,11139,0.006211180124223602,"[8484, 11139]"
8484,10687,0.006211180124223602,"[8484, 10687]"
8484,16044,0.006211180124223602,"[8484, 16044]"
8484,11023,0.006211180124223602,"[8484, 11023]"
8484,11027,0.006211180124223602,"[8484, 11027]"
8484,12914,0.006211180124223602,"[8484, 12914]"
8484,19020,0.00625,"[8484, 19020]"
8484,9129,0.00625,"[8484, 9129]"
8484,1088,0.006289308176100629,"[8484, 1088]"
